show_id_imdb,title,type_orginal,director_orginal,country_orginal,date_added_orginal,release_year_orginal,listed_in_orginal,description_orginal,duration,rating_imdb
81081051,Answer for Heaven,TV Show,,,"June 27, 2019",2019,"Crime TV Shows, International TV Shows, TV Comedies",An angel falls to earth to investigate why humans are doing fewer good deeds – and falls in with a hard-charging crime reporter and his news team.,1 Season,0
80220813,Ant-Man and the Wasp,Movie,Peyton Reed,United States,"January 29, 2019",2018,"Action & Adventure, Comedies, Sci-Fi & Fantasy","Problems big and small pop up when Scott Lang, aka Ant-Man, gets drafted by Dr. Hank Pym and Hope van Dyne, aka the Wasp, for an urgent rescue mission.",118 min,7.2
81035836,Antar: Son of Shadad,Movie,Sherif Ismail,Egypt,"May 9, 2019",2017,"Comedies, International Movies","Learning he is the grandson of a famous knight, a young man hilariously fights a rival gang to win over the most beautiful woman in the tribe.",110 min,4.2
81092781,Antariksha Ke Rakhwale,Movie,Anirban Majumder,,"June 18, 2019",2018,Children & Family Movies,Space villains have abducted all the superheroes! It’s up to Bheem and his trusty team to save the others.,65 min,0
70304979,Anthony Bourdain: Parts Unknown,TV Show,,United States,,2018,Docuseries,This CNN original series has chef Anthony Bourdain traveling to extraordinary locations around the globe to sample a variety of local cuisines.,5 Seasons,8.7
80227677,Anthony Jeselnik: Fire in the Maternity Ward,Movie,Marcus Raboy,United States,"April 30, 2019",2019,Stand-Up Comedy,"Forging his own comedic boundaries, Anthony Jeselnik revels in getting away with saying things others can't in this stand-up special shot in New York.",64 min,7
80043049,Anthony Jeselnik: Thoughts and Prayers,Movie,Adam Dubin,United States,"October 16, 2015",2015,Stand-Up Comedy,There's no subject too dark as the comedian skewers taboos and riffs on national tragedies before pulling back the curtain on his provocative style.,59 min,7.7
70055855,Anthony Kaun Hai?,Movie,Raj Kaushal,India,"July 1, 2018",2006,"Comedies, Dramas, International Movies","A forger uses a fake identity in trying to retrieve stolen diamonds buried in a penitentiary, unaware a mob assassin is on the trail of his phony alias.",122 min,5.9
81060043,Antidote,Movie,Ken Barbet,United States,"April 14, 2019",2018,"Action & Adventure, Horror Movies",A tough-as-nails treasure hunter protects a humanitarian doctor as she tries to cure a supernatural disease caused by a mysterious witch.,90 min,7
81049949,Antoine Griezmann: The Making of a Legend,Movie,,,"March 21, 2019",2019,"Documentaries, International Movies, Sports Movies","With heart and determination, Antoine Griezmann overcame his small stature to become one of the world’s top soccer players and a World Cup champion.",60 min,6.6
70064205,Anwar,Movie,Manish Jha,India,"December 31, 2019",2007,"Dramas, Independent Movies, International Movies","Seeking refuge in a Hindu temple after the tragic death of the girl he loved, a Muslim youth is caught by the police, who mistake him for an enemy.",134 min,7.2
80990464,忍者ハットリくん,TV Show,,Japan," December 23, 2018",2012,"Anime Series, Kids' TV","Hailing from the mountains of Iga, Kanzo Hattori moves in with elementary school student Kenichi Mitsuba and his family to hone his skills as a ninja.",2 Seasons,0
80216003,Apache Warrior,Movie,"David Salzberg, Christian Tureaud",United States,"November 1, 2019",2017,Documentaries,Recovered cockpit footage and telling interviews reveal the true stories of US fighter pilots in one of the largest combat strikes in history.,89 min,6.8
81106517,Apache: The Life of Carlos Tevez,TV Show,,Argentina,"August 16, 2019",2019,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",This gritty dramatization of the life of Carlos Tevez shows his rise to soccer stardom amid the harrowing conditions in Argentina's Fuerte Apache.,1 Season,7.2
80163890,Apaches,TV Show,,Spain,"September 8, 2017",2016,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",A young journalist is forced into a life of crime to save his father and family in this series based on the novel by Miguel Sáez Carral.,1 Season,7.2
80109260,APEX: The Story of the Hypercar,Movie,"J.F. Musial, Josh Vietze",United States,"August 1, 2016",2016,Documentaries,"A visionary carmaker introduces his fuel-efficient, high-performance hypercar to a market filled with big-name competitors like Ferrari and Porsche.",86 min,7.5
70176655,Apollo 18,Movie,Gonzalo López-Gallego,"United States, Canada","March 9, 2019",2011,"Horror Movies, Sci-Fi & Fantasy, Thrillers","This sci-fi thriller suggests that Apollo 17, despite official statements to the contrary, wasn't NASA's last manned mission to the moon.",87 min,5.3
80158148,Apostle,Movie,Gareth Evans,"United Kingdom, United States","October 12, 2018",2018,"Horror Movies, International Movies, Thrillers","In 1905, a drifter on a dangerous mission to rescue his kidnapped sister tangles with a sinister religious cult on an isolated island.",130 min,6.2
80062096,April and the Extraordinary World,Movie,"Christian Desmares, Franck Ekinci","France, Canada, Belgium","October 1, 2017",2015,"Action & Adventure, Comedies, International Movies","After the world's top scientists disappear, orphaned April secretly forges ahead with a family experiment and gets tangled up in a vast conspiracy.",107 min,7.3
80113667,Aquarius,TV Show,,United States,"June 16, 2017",2016,"Crime TV Shows, TV Dramas","Amid the turmoil of 1960s LA, two cops and a prominent political family are drawn into the sex- and drug-fueled web of a young Charles Manson.",146 min,7.3
80026224,Aquarius,TV Show,,United States,"June 16, 2017",2016,"Crime TV Shows, TV Dramas","Amid the turmoil of 1960s LA, two cops and a prominent political family are drawn into the sex- and drug-fueled web of a young Charles Manson.",2 Seasons,7.3
80165083,Arès,Movie,Jean-Patrick Benes,France,"May 23, 2017",2016,"Action & Adventure, International Movies, Sci-Fi & Fantasy",A futuristic France tries to keep its people from despair and rebellion over crippling poverty by engaging them with a violent TV competition show.,80 min,6.4
80065214,"Aram, Aram",Movie,Christopher Chambers,United States,"February 15, 2017",2015,"Dramas, Independent Movies","Newly orphaned Aram leaves Beirut to live with his grandfather in Los Angeles, and overwhelmed by culture shock, he falls prey to an Armenian gang.",79 min,6.9
80191988,Arango y Sanint: Ríase el show,Movie,"Raúl Campos, Jan Suter",Colombia,"January 17, 2018",2018,Stand-Up Comedy,"Colombian stand-up comedians Antonio Sanint and Julián Arango impersonate an Argentine visitor and a cabbie, and a pair of dirty old men at the opera.",62 min,4
81219073,ARASHI's Diary -Voyage-,TV Show,,Japan,"December 31, 2019",2019,"Docuseries, International TV Shows","Twenty years after their debut, join the beloved members of Arashi on a new journey as they showcase their lives, talents and gifts to the world.",1 Season,5.3
80221550,Archibald's Next Big Thing,TV Show,,,"March 20, 2020",2020,"Kids' TV, TV Comedies","Happy-go-lucky chicken Archibald may not remember to do his chores, but he never forgets to have fun. After all, life's an adventure!",1 Season,8.2
80156683,Arctic Heart,Movie,Marie Madinier,"France, Belgium","April 14, 2017",2016,"Dramas, International Movies, Romantic Movies","Madly in love with a brilliant scientist studying an immunizing protein produced by penguins, a timid med student offers her body to his research.",81 min,5.3
81065784,Are We Done Yet?,Movie,Khaled El Halafawy,Egypt,"August 1, 2019",2018,"Comedies, Dramas, International Movies","When authorities arrest his young son, a taxi driver must convince the courts and rabid media that he's not the criminal they seek.",87 min,4.4
80995039,Ares,TV Show,,Netherlands,"January 17, 2020",2020,"International TV Shows, TV Dramas, TV Horror","Aiming to become part of Amsterdam's elite, an ambitious college student joins an exclusive society, unaware it's hiding a horrifying secret.",1 Season,5.8
80214115,Argon,TV Show,,South Korea,"November 22, 2017",2017,"International TV Shows, Korean TV Shows, TV Dramas","In a world filled with provocative (and often misleading) news, a passionate team of investigative TV reporters strives to bring truths to light.",1 Season,7.6
80192842,Ari Shaffir: Double Negative,TV Show,Eric Abrams,United States,"July 18, 2017",2017,Stand-Up Comedy & Talk Shows,"Wry yet thoughtful, comedian Ari Shaffir brings his edgy humor to two fast-paced stand-up specials about children and adulthood.",1 Season,6.6
81016326,Arisan 2,Movie,Nia Dinata,Indonesia,"September 15, 2018",2011,"Comedies, Dramas, International Movies","A group of friends reunites for a vacation amid nature, where they laugh about their shared history and bond over difficult truths.",113 min,6.7
70139073,Arjun: The Warrior Prince,Movie,Arnab Chaudhuri,India,"November 1, 2018",2011,"Action & Adventure, Dramas, International Movies",This animated retelling of the classic Indian tale of Prince Arjun – part of the Sanskrit epic Mahabharata – begins during the prince's youth.,91 min,7.2
80092885,ARQ,Movie,Tony Elliott,"Canada, United States","September 16, 2016",2016,"International Movies, Sci-Fi & Fantasy, Thrillers","Trapped in a lab and stuck in a time loop, a disoriented couple fends off masked raiders while harboring a new energy source that could save humanity.",89 min,6.5
70140358,Arrested Development,TV Show,,United States,"May 29, 2018",2019,TV Comedies,"It's the Emmy-winning story of a wealthy family that lost everything, and the one son who had no choice but to keep them all together.",5 Seasons,8.6
70242081,Arrow,TV Show,James Bamford,United States,"February 5, 2020",2019,"Crime TV Shows, TV Action & Adventure","Based on DC Comics' Green Arrow, an affluent playboy becomes a vengeful superhero, saving the city from villains armed with just a bow and arrows.",7 Seasons,7.9
81148672,Arsenio Hall: Smart & Classy,Movie,Brian Volk-Weiss,United States,"October 29, 2019",2019,Stand-Up Comedy,"In his first stand-up special, Arsenio Hall discusses getting older, the changing times and culture, social issues and even bothersome baby toes.",63 min,5.7
81028895,Arthdal Chronicles,TV Show,,South Korea,"June 2, 2019",2019,"International TV Shows, Korean TV Shows, TV Action & Adventure","In a mythical land called Arth, the inhabitants of the ancient city of Arthdal and its surrounding regions vie for power as they build a new society.",1 Season,8.7
70167072,Arthur,Movie,Jason Winer,United States,"April 1, 2019",2011,"Comedies, Romantic Movies",Russell Brand stars in this remake as a philanderer who must decide whether to give up an inheritance of millions for the sake of romance.,110 min,7
70202138,Arthur Christmas,Movie,Sarah Smith,"United Kingdom, United States","January 1, 2020",2011,"Children & Family Movies, Comedies","At Santa Claus's super-secret toy-making facility, Mr. Claus entrusts his son, Arthur, to carry out an ultra-important Christmas mission.",98 min,7.2
81154455,Article 15,Movie,Anubhav Sinha,India,"September 6, 2019",2019,"Dramas, International Movies, Thrillers",The grim realities of caste discrimination come to light as an entitled but upright city cop ventures into India’s heartland to investigate a murder.,125 min,8.2
81035731,Aruna & Her Palate,Movie,Edwin,"Indonesia, South Korea, Singapore","January 1, 2020",2018,"Dramas, International Movies","An epidemiologist turns her nationwide bird flu investigation into a chance to sample local delicacies en route, with three friends along for the ride.",106 min,7.5
70307661,"As Above, So Below",Movie,John Erick Dowdle,United States,"September 16, 2018",2014,"Horror Movies, Thrillers",A beautiful tomb raider and her crew hunt for treasure in the catacombs of Paris and find themselves in a hellish underworld.,93 min,6.4
1181488,As Good as It Gets,Movie,James L. Brooks,United States,"January 1, 2020",1997,"Comedies, Romantic Movies","The structured world of a sour, obsessive-compulsive author crumbles when he's drawn into the lives of a stressed-out single mom and his gay neighbor.",139 min,7.8
81018239,Ascharyachakit!,Movie,Samit Kakkad,India,"December 19, 2018",2018,"Dramas, Independent Movies, International Movies","Entangling the lives of a movie star, a chauffeur, a prostitute and a pimp, this bold drama reveals ugly truths beneath Mumbai’s glitzy veneer.",90 min,5.1
81024731,Asees,Movie,Rana Ranbir,India,"November 1, 2018",2018,"Dramas, International Movies, Music & Musicals","When a dispute breaks out between five siblings over their mother’s property, one devoted son will go to any lengths to protect her land.",123 min,8.3
80049277,Ash vs. Evil Dead,TV Show,,United States,"April 29, 2019",2018,"TV Action & Adventure, TV Comedies, TV Horror","Thirty years later, Ash Williams – demon hunter par excellence – is back to battle a new Deadite plague. He may have lost a hand, but not his touch.",3 Seasons,8.5
81026363,Ashes of Love,TV Show,,China,"December 16, 2018",2018,"International TV Shows, Romantic TV Shows, TV Comedies","Hidden away by her mother, the Floral Goddess, the naïve Jinmi is drawn to Xufeng, the Heavenly Emperor's son. Yet forces conspire against them.",1 Season,8.9
81003997,Ask the Doctor,TV Show,,Australia,"October 19, 2018",2017,"Docuseries, International TV Shows, Science & Nature TV","From allergies to diet to sleep, three friendly doctors share expert advice, bust medical myths and test the latest treatments.",1 Season,6.7
80108159,Ask the StoryBots,TV Show,,United States,"August 2, 2019",2019,Kids' TV,"Five curious little creatures track down the answers to kids' biggest questions, like how night happens or why we need to brush our teeth.",3 Seasons,8.7
60021758,Asoka,Movie,Santosh Sivan,India,"March 15, 2017",2001,"Action & Adventure, Dramas, International Movies",This elaborate Bollywood epic dramatizes one man's transformation from a vengeful and cunning warrior into a legendary leader and teacher of Buddhism.,168 min,7.4
80104420,Asperger's Are Us,Movie,Alex Lehmann,United States,"December 11, 2016",2016,Documentaries,A comedy troupe of four friends on the autism spectrum prepares for a final show before its members go their separate ways.,83 min,6.9
81136744,Assimilate,Movie,John Murlowski,United States,"October 25, 2019",2019,"Horror Movies, Sci-Fi & Fantasy, Thrillers",A group of friends making a web series about their hometown realize it isn’t as boring as they thought when their neighbors start behaving strangely.,94 min,5.6
81087498,Astronomy Club: The Sketch Show,TV Show,,United States,"December 6, 2019",2019,TV Comedies,"With unique individual perspectives that converge into a unified voice, sketch comedy group Astronomy Club delivers a smart and absurd brand of humor.",1 Season,7.4
80118982,Asu Mare 2,Movie,Ricardo Maldonado,Peru,"December 1, 2016",2015,"Comedies, International Movies",To win the heart of his true love – a high-society girl – a hapless commoner plots to change his identity and avoid his embarrassing friends.,100 min,5.8
80144372,Asura: The City of Madness,Movie,Sung-soo Kim,South Korea,"February 15, 2018",2016,"Action & Adventure, Dramas, International Movies","Caught between a corrupt mayor and a prosecutor intent on exposing political depravity, a police detective must decide whose side he's on.",133 min,6.7
80104182,At All Costs,Movie,Mike Nicoll,United States,"December 14, 2016",2016,"Documentaries, Sports Movies",This revealing documentary explores how the high-stakes world of Amateur Athletic Union basketball has professionalized youth sports in America.,81 min,6.7
81029400,At First Light,Movie,Jason Stone,Canada,"December 27, 2018",2018,"Dramas, Sci-Fi & Fantasy","After mysterious lights imbue her with extraordinary powers, a teenager goes on the run from authorities with the friend who harbors a crush on her.",91 min,5.7
81179844,At the Dolphin Bay,TV Show,,Taiwan,"November 15, 2019",2003,"International TV Shows, Romantic TV Shows","Encountering each other after a long separation, two childhood friends from orphanage must overcome great odds to fulfill an old promise and find love.",1 Season,7.5
80067618,Atelier,TV Show,,Japan,"December 1, 2015",2015,"International TV Shows, TV Dramas","A young ""fabric geek"" lands a job at an upscale Japanese lingerie company – and quickly discovers she'll need help to survive.",1 Season,7.8
81082007,Atlantics,Movie,Mati Diop,"France, Senegal, Belgium","November 29, 2019",2019,"Dramas, Independent Movies, International Movies","Arranged to marry a rich man, young Ada is crushed when her true love goes missing at sea during a migration attempt – until a miracle reunites them.",106 min,6.7
80159880,ATM,Movie,Mez Tharatorn,"United States, Canada","September 5, 2018",2012,"Comedies, International Movies, Romantic Movies","When a broken ATM dishes out a fortune, a couple who works at the bank vies to see who can recover the most cash – and the loser must find a new job.",122 min,4.8
80208746,Atomic Puppet,TV Show,,"Canada, France","December 1, 2017",2016,"Crime TV Shows, Kids' TV, TV Comedies","Captain Atomic – once a superhero, now a sock puppet – can only activate his powers with the help of Joey, his new partner and biggest fan.",1 Season,6.7
70299043,Attack on Titan,TV Show,,Japan,"February 24, 2019",2013,"Anime Series, International TV Shows","With his hometown in ruins, young Eren Yeager becomes determined to fight back against the giant Titans that threaten to destroy the human race.",1 Season,8.9
80104330,Attacking the Devil: Harold Evans and the Last Nazi War Crime,Movie,"David Morris, Jacqui Morris",United Kingdom,"May 15, 2016",2014,"Documentaries, International Movies",Intrepid newspaper editor Harold Evans wages an ongoing battle to expose the truth about a dangerous drug and obtain compensation for its victims.,102 min,8.2
80234464,Attitude Test,Movie,"Fabrizio Copano, Augusto Matte",Chile,"August 19, 2018",2016,"Comedies, Independent Movies, International Movies","Four high school seniors steal an important college entrance exam and go on vacation to ""study,"" but accidentally lose the exam while partying.",88 min,2.8
80117540,Atypical,TV Show,,United States,"November 1, 2019",2019,"TV Comedies, TV Dramas, Teen TV Shows","When a teen on the autism spectrum decides to get a girlfriend, his bid for more independence puts his whole family on a path of self-discovery.",3 Seasons,8.5
80097321,Audrie & Daisy,Movie,"Bonni Cohen, Jon Shenk",United States,"September 23, 2016",2016,Documentaries,"In this wrenching documentary, two teens are sexually assaulted by boys they considered friends, humiliated online and harassed by their communities.",99 min,7.3
81066244,Aurora,Movie,Cristi Puiu,"Romania, France, Switzerland, Germany","March 4, 2020",2010,"Dramas, International Movies","42-year-old Viorel, a distraught engineer, takes drastic measures to end his emotional suffering after enduring a devastating divorce.",98 min,4.2
80045818,Auschwitz: Blueprints of Genocide,Movie,Mike Rossiter,United Kingdom,"January 19, 2019",1994,Documentaries,Newly released KGB files expose evidence proving how architects and engineers conspired with the Nazis to build a camp designed for genocide.,49 min,7.6
80185803,Aussie Gold Hunters,TV Show,,Australia,"August 1, 2017",2016,"Docuseries, International TV Shows, Reality TV",Three teams of gold hunters battle all manner of challenges while pursuing their dreams in the Australian Outback.,1 Season,7.8
60023608,Austin Powers in Goldmember,Movie,Jay Roach,United States,"December 1, 2019",2002,"Action & Adventure, Comedies","The world's most shagadelic spy continues his fight against the diabolical Dr. Evil, who's teamed with a new foe: 1970s villain Goldmember.",94 min,6.3
1153656,Austin Powers: International Man of Mystery,Movie,Jay Roach,United States,"December 1, 2019",1997,Comedies,"A swingin' fashion photographer by day and a groovy British secret agent by night, superspy Austin Powers must foil the sinister schemes of Dr. Evil.",90 min,7.1
21302357,Austin Powers: The Spy Who Shagged Me,Movie,Jay Roach,United States,"December 1, 2019",1999,"Action & Adventure, Comedies, Sci-Fi & Fantasy","When diabolical genius Dr. Evil travels back in time to steal superspy Austin Powers's ""mojo,"" Austin must return to the swingin' '60s himself.",95 min,6.7
80154688,Autohead,Movie,Rohit Mittal,India,"January 1, 2017",2016,"Dramas, International Movies, Thrillers",A production crew that thinks it's making a documentary about a humble Mumbai rickshaw driver unmasks a horrifying truth about their film's subject.,97 min,6.3
70304989,Automata,Movie,Gabe Ibáñez,"Bulgaria, United States, Spain, Canada","September 8, 2017",2014,"International Movies, Sci-Fi & Fantasy, Thrillers","In a dystopian future, an insurance adjuster for a tech company investigates a robot killed for violating protocol and discovers a global conspiracy.",110 min,6.1
70303287,Autumn's Concerto,TV Show,,Taiwan,"August 1, 2016",2009,"International TV Shows, Romantic TV Shows, TV Dramas","After losing all memories of his past, a wealthy lawyer travels to a rural village where a woman he once loved now lives with her son.",1 Season,8.2
80991316,Avengement,Movie,Jesse V. Johnson,United Kingdom,"September 17, 2019",2019,Action & Adventure,"Betrayed by his loan shark brother, a hardened convict escapes from prison while on furlough to exact revenge against the people who made him a killer.",88 min,6.7
80219127,Avengers: Infinity War,Movie,"Anthony Russo, Joe Russo",United States,"December 25, 2018",2018,"Action & Adventure, Sci-Fi & Fantasy",Superheroes amass to stop intergalactic sociopath Thanos from acquiring a full set of Infinity Stones and wiping out half of all life in the universe.,150 min,8.5
80097519,Avicii: True Stories,Movie,Levan Tsikurishvili,"Sweden, Netherlands","December 28, 2018",2017,"Documentaries, International Movies, Music & Musicals","Follow the meteoric rise of Tim Bergling, aka Avicii, from Swedish teenager to the creative force behind ""Wake Me Up,"" ""You Make Me"" and other hits.",97 min,7.9
81005266,Await Further Instructions,Movie,Johnny Kevorkian,United Kingdom,"February 2, 2019",2018,"Horror Movies, Sci-Fi & Fantasy","A family’s tense reunion turns terrifying when they get trapped in their home by an unknown force, and sinister commands begin appearing on their TV.",91 min,4.8
81218079,Awake,Movie,"Aleksandr Chernyaev, Fedor Lyass",United States,"November 24, 2019",2019,Thrillers,"After an accident leaves him with no recollection of who he is, a man becomes a prime suspect in the search for a serial killer targeting young women.",92 min,5.3
80213322,Awake: The Million Dollar Game,TV Show,,United States,"June 14, 2019",2019,Reality TV,"Sleepless for 24 hours, contestants in the comedy game show stumble through challenges both eccentric and everyday for a chance at a $1 million prize.",1 Season,6.4
80180684,Away From Home,TV Show,,,"May 8, 2019",2015,"International TV Shows, TV Dramas",A high-achieving 11-year-old student embarks on a journey of self-discovery at a school on a nearby island as he grapples with tensions at home.,1 Season,6.3
81052266,Awe,Movie,Prasanth Varma,India,"February 15, 2019",2018,"Dramas, International Movies, Sci-Fi & Fantasy","Disparate characters, including an aspiring time traveler, a phony chef, a drug-addicted waitress and several others, share a surprising connection.",111 min,8.2
81067757,Ayana,Movie,Gangadhar Salimath,India,"February 15, 2019",2017,"Dramas, International Movies","With his carefree bachelor days behind him, a young entrepreneur’s ambitions for adulthood come with some painful personal and professional decisions.",112 min,8.6
81013509,"Ayotzinapa, el paso de la tortuga",Movie,Enrique García Meza,Mexico,"December 1, 2018",2018,"Documentaries, International Movies","Delving into the disappearance of 43 college students in Mexico, this documentary seeks to give justice and a voice to the victims and their families.",73 min,7.6
80108518,Azhar,Movie,Anthony D'Souza,India,"April 12, 2019",2016,"Dramas, International Movies, Sports Movies","This biopic traces the tumultuous life and career of top cricket player Mohammad Azharuddin, who led India's national team in the 1990s.",129 min,6.3
80038296,Aziz Ansari Live at Madison Square Garden,Movie,Aziz Ansari,United States,"March 6, 2015",2015,Stand-Up Comedy,"Stand-up comedian and TV star Aziz Ansari (""Parks and Recreation"") delivers his sharp-witted take on immigrants, relationships and the food industry.",58 min,6.6
70290568,Aziz Ansari: Buried Alive,Movie,"Will Lovelace, Dylan Southern",United States,"November 1, 2013",2013,Stand-Up Comedy,"""Parks and Recreation"" star Aziz Ansari takes the stage to share his unfiltered views on adulthood, babies, marriage, love and more in the modern era.",80 min,7.2
81098589,Aziz Ansari: RIGHT NOW,Movie,Spike Jonze,United States,"July 9, 2019",2019,Stand-Up Comedy,"In a comedy special directed by Spike Jonze, Aziz Ansari shares deep personal insights and hilarious takes on wokeness, family and the social climate.",65 min,7.5
80097594,B: The Beginning,TV Show,,Japan,"March 2, 2018",2018,"Anime Series, Crime TV Shows, International TV Shows","Genius investigator Keith Flick rejoins the royal police force just as serial killer ""B"" emerges. Mysterious youth Koku may be an ally, or a target.",1 Season,7.5
70290904,B.A. Pass,Movie,Ajay Bahl,India,"June 7, 2018",2013,"Dramas, Independent Movies, International Movies","Orphaned and at loose ends, young Mukesh falls into the seductive orbit of married Sarika, who leads him ever deeper into a world of sex and betrayal.",99 min,6.6
80994443,B.A. Pass 2,Movie,Shadab Khan,India,"June 1, 2018",2017,"Dramas, International Movies","A young woman eager to avoid an arranged marriage moves to Mumbai, where she learns hard truths about show business, life and love.",126 min,2.8
80211134,Baadshaho,Movie,Milan Luthria,India,"October 16, 2017",2017,"Action & Adventure, International Movies","In 1975, during the government-declared Emergency, thief Bhawani and his crew plan a daring robbery to reclaim his royal lover's seized treasures.",135 min,5.6
80104648,Baaghi,Movie,Sabir Khan,India,"August 4, 2018",2016,"Action & Adventure, International Movies",A martial artist faces his biggest test when he has to travel to Bangkok to rescue the woman he loves from the clutches of his romantic rival.,127 min,5.7
80203996,Baahubali 2: The Conclusion (Hindi Version),Movie,S.S. Rajamouli,India,"August 7, 2017",2017,"Action & Adventure, Dramas, International Movies","To avenge his father's death, a young man leads an army into battle against a cruel tyrant in this Hindi conclusion to the historic saga.",165 min,0
80203998,Baahubali 2: The Conclusion (Malayalam Version),Movie,S.S. Rajamouli,,"August 7, 2017",2017,"Action & Adventure, Dramas, International Movies","To avenge his father's death, a young man leads an army into battle against a cruel tyrant in this Malayalam conclusion to the historic saga.",166 min,0
80203997,Baahubali 2: The Conclusion (Tamil Version),Movie,S.S. Rajamouli,,"August 7, 2017",2017,"Action & Adventure, Dramas, International Movies","To avenge his father's death, a young man leads an army into battle against a cruel tyrant in this Tamil conclusion to the historic saga.",166 min,0
80205231,Baahubali: The Beginning (English Version),Movie,S.S. Rajamouli,,"October 24, 2018",2015,"Action & Adventure, Dramas, International Movies",Villagers in the kingdom of Mahismati rescue a baby who is destined to embark on a heroic quest in this English version of S.S. Rajamouli's epic.,138 min,0
80204117,Baahubali: The Beginning (Hindi Version),Movie,S.S. Rajamouli,India,"August 7, 2017",2015,"Action & Adventure, Dramas, International Movies",Villagers in the kingdom of Mahismati rescue a baby who is destined to embark on a heroic quest in this Hindi version of S.S. Rajamouli's epic.,159 min,0
80204119,Baahubali: The Beginning (Malayalam Version),Movie,S.S. Rajamouli,,"August 7, 2017",2015,"Action & Adventure, Dramas, International Movies",Villagers in the kingdom of Mahismati rescue a baby who is destined to embark on a heroic quest in this Malayalam version of S.S. Rajamouli's epic.,160 min,0
80204118,Baahubali: The Beginning (Tamil Version),Movie,S.S. Rajamouli,,"August 7, 2017",2015,"Action & Adventure, Dramas, International Movies",Villagers in the kingdom of Mahismati rescue a baby who is destined to embark on a heroic quest in this Tamil version of S.S. Rajamouli's epic.,159 min,0
81044299,Baazaar,Movie,Gauravv K Chawla,India,"January 13, 2019",2018,"Dramas, International Movies","A wide-eyed graduate learns the ugly side of ambition when he joins in the dubious business practices of his idol, a ruthless Mumbai stock tycoon.",136 min,6.9
80231066,Babam ve Oğlum,Movie,Çagan Irmak,Turkey,"April 30, 2018",2005,"Dramas, International Movies","Following Turkey's bloody coup of 1980, a widowed reporter returns to his Aegean hometown, bringing his son and a last wish for his estranged father.",112 min,8.4
70045866,Babel,Movie,Alejandro G. Iñárritu,"France, United States, Mexico","January 1, 2019",2006,"Dramas, Independent Movies","When an American couple vacationing in Morocco falls victim to a random act of violence, a series of events unfolds across four countries.",143 min,7.5
80211634,Baby,TV Show,,Italy,"September 16, 2020",2020,"International TV Shows, TV Dramas, Teen TV Shows","Fed up with their families and classmates, two teen girls from a wealthy part of Rome are drawn to the city's underworld and start leading double lives.",2 Seasons,7.1
80217151,Baby Ballroom,TV Show,,United Kingdom,"July 10, 2018",2018,"British TV Shows, International TV Shows, Reality TV","Step into the cutthroat world of kids' ballroom dancing, where ambitious instructors, proud parents and pint-sized performers waltz to win.",2 Seasons,8.3
81217745,Baby Dolls,Movie,Vijay Kumar Arora,India,"December 1, 2019",2019,"Comedies, International Movies, Romantic Movies","When two sisters travel from Canada to Punjab to visit their maternal family, they discover an opportunity to mend a broken bond with their grandmother.",127 min,7.6
80136321,Babylon Berlin,TV Show,,Germany,"March 1, 2020",2020,"Crime TV Shows, International TV Shows, TV Dramas",A Soviet freight train's hijacking leads a haunted cop and a poor typist to uncover a political conspiracy amid the vice and glamour of 1929 Berlin.,2 Seasons,8.5
80236167,Bachelor Girls,Movie,Shikha Makan,India,"March 1, 2018",2016,"Documentaries, International Movies","Through intimate interviews, this documentary explores the stigma facing independent women who seek housing in modern Mumbai.",61 min,6.7
80148595,Back and Forth,Movie,José Eduardo Belmonte,Brazil,"January 5, 2017",2016,"Comedies, Dramas, International Movies","When their car breaks down en route to São Paulo, a father and son accept a ride from four beautiful telemarketers who are headed there on holiday.",95 min,5.8
81108479,Back of the Net,Movie,Louise Alston,Australia,"December 21, 2019",2019,"Children & Family Movies, Sports Movies",An American science geek ready to spend a summer at sea accidentally ends up at an Australian soccer academy and is forced to kick it with the locals.,86 min,5.7
80996957,Back Street Girls -GOKUDOLS-,TV Show,,Japan,"December 12, 2018",2018,"Anime Series, International TV Shows","To pay for an epic blunder, three yakuza brothers are forced to alter their bodies, form a girl group and break into the underground J-Pop idol scene.",1 Season,5.6
80134109,Back to 1989,TV Show,,Taiwan,"December 1, 2016",2016,"International TV Shows, Romantic TV Shows, TV Comedies","A young man who's learned nothing about his father from his single mom has a freak accident that sends him back to 1989, the year before he was born.",1 Season,8.2
81034010,Back to School,Movie,"Rémy Four, Julien War",,"August 30, 2019",2019,"Comedies, International Movies","Eager to flaunt their success in front of old bullies and teenage crushes, two best friends spend a wild night at their middle school reunion.",84 min,5.8
80999981,Back to the 90s,Movie,Yanyong Kuruaungkoul,Thailand,"January 1, 2019",2015,"Comedies, International Movies, Music & Musicals","When a teenager is transported back to his parents’ high school days, he has the chance to alter the events that led to their unhappy marriage.",111 min,6.8
80210995,Back with the Ex,TV Show,,,"January 11, 2019",2018,"International TV Shows, Reality TV, Romantic TV Shows",New beginnings or old baggage? Four singles have one chance to reignite romance with an ex – or leave the past behind for good.,1 Season,6.5
80018336,Backcountry,Movie,Adam MacDonald,Canada,"March 30, 2017",2014,"Horror Movies, Independent Movies, Thrillers",A weekend hike for urbanites Alex and Jenn takes a dangerous turn when they become lost deep in the remote territory of a menacing bear.,92 min,6.1
